GROUP_ID,STAR_MACID,STAR_ID,VWMONITOR,IR_ID,MASTER_ID,BEACON_SLOT,COUNT,VW_RIGHTCOUNT,VW_LEFTCOUNT,MONITOR_LIST,VWRIGHT_MONITORLIST,VWLEFT_MONITORLIST,PROFILE_ID,CONTAMINATED
1,00_24_DD_00_C1_13,548,1,42,263650,9,7,0,0,"263591, 263603, 263611, 263618, 263629, 263650, 263653",,,1,0
2,00_24_DD_00_C1_C4,547,1,107,263641,8,7,0,0,"263590, 263598, 263606, 263609, 263620, 263634, 263641",,,2,0
3,00_24_DD_00_C1_C4,547,1,109,263646,8,6,0,0,"263589, 263594, 263608, 263622, 263646, 263648",,,2,0
4,00_24_DD_00_C5_63,550,1,110,263627,13,8,0,0,"263600, 263601, 263626, 263627, 263635, 263638, 263642, 263647",,,3,0
5,00_24_DD_00_C5_63,550,1,111,263636,13,2,0,0,"263617, 263636",,,6,0
6,00_24_DD_00_C1_13,548,1,112,263639,9,2,0,0,"263577, 263639",,,2,0
7,00_24_DD_00_C5_1F,10,1,60,223044,13,2,1,0,"222655, 223044",222567,,1,0
8,00_24_DD_00_C5_1F,10,1,63,222558,13,1,1,1,222558,222638,222567,2,0
9,00_24_DD_00_C5_1F,10,1,65,223056,13,5,0,1,"222599, 222643, 223056, 223496, 223540",,222638,3,0
10,00_24_DD_00_C2_6E,6,1,74,223536,7,3,1,0,"223425, 223442, 223536",223547,,4,0
11,00_24_DD_00_C2_6E,6,1,80,223248,7,2,1,0,"223248, 223511",223550,,6,0
12,00_24_DD_00_C2_6E,6,1,83,223561,7,2,0,2,"223244, 223561",,"223186, 223550",1,0
13,00_24_DD_00_C2_6E,6,1,84,223269,7,2,1,0,"223269, 223272",223186,,2,0
14,00_24_DD_00_C7_04,325,1,171,280696,1,3,0,0,"280544, 280673, 280696",,,1,0
15,00_24_DD_00_C7_04,325,1,169,280602,1,3,0,0,"280602, 281348, 281488",,,1,0
16,00_24_DD_00_C7_04,325,1,174,280718,1,2,0,0,"280656, 280718",,,2,0
17,00_24_DD_00_C7_04,325,1,167,281338,1,2,0,0,"281338, 281395",,,2,0
18,00_24_DD_00_C7_04,325,1,164,281472,1,3,0,0,"280684, 281359, 281472",,,3,0
19,00_24_DD_00_C7_04,325,1,163,280690,1,2,0,0,"280690, 280700",,,2,0
20,00_24_DD_00_C7_04,325,1,158,281482,1,3,0,0,"281461, 281473, 281482",,,3,0
21,00_24_DD_00_C7_04,325,1,156,281500,1,2,0,0,"281487, 281500",,,2,0
22,00_24_DD_00_C7_04,325,1,159,281509,1,4,0,0,"280552, 280915, 281090, 281509",,,1,0
23,00_24_DD_00_C6_E9,329,1,145,280933,6,2,0,0,"280933, 281092",,,3,0
24,00_24_DD_00_C6_E9,329,1,143,281013,6,2,0,0,"281003, 281013",,,3,0
25,00_24_DD_00_C6_E9,329,1,205,280916,6,3,0,0,"211314, 280916, 281514",,,1,0
26,00_24_DD_00_C6_E9,329,1,203,281094,6,2,0,0,"280945, 281094",,,2,0
27,00_24_DD_00_C6_E9,329,1,200,281378,6,2,0,0,"280946, 281378",,,2,0
28,00_24_DD_00_C6_E9,329,1,198,281382,6,2,0,0,"281360, 281382",,,2,0
29,00_24_DD_00_C6_E9,329,1,194,281093,6,2,0,0,"281093, 281225",,,2,0
30,00_24_DD_00_C5_6B,327,1,191,281153,3,2,0,0,"281153, 281366",,,2,0
31,00_24_DD_00_C5_6B,327,1,192,280882,3,2,0,0,"280882, 281383",,,6,0
32,00_24_DD_00_C5_6B,327,1,186,280599,3,2,0,0,"280599, 281199",,,1,0
33,00_24_DD_00_C5_49,326,1,184,281223,2,2,0,0,"281223, 281245",,,1,0
34,00_24_DD_00_C5_49,326,1,179,280553,2,2,0,0,"280553, 280907",,,1,0
35,00_24_DD_00_C5_49,326,1,178,280914,2,2,0,0,"280911, 280914",,,2,0
36,00_24_DD_00_C7_04,325,1,176,281449,1,2,0,0,"280679, 281449",,,4,0
37,00_24_DD_00_C7_04,325,1,211,281332,1,2,0,0,"280529, 281332",,,5,0
38,00_24_DD_00_C5_6B,327,1,208,281160,3,3,0,0,"281160, 281300, 281450",,,4,0
39,00_24_DD_00_C6_E9,329,1,284,280581,6,2,1,0,"280581, 281015",280554,,3,0
40,00_24_DD_00_C6_E9,329,1,298,280746,6,2,1,1,"280746, 281100",281103,280837,5,0
41,00_24_DD_00_C6_E9,329,1,128,280722,6,2,1,1,"280722, 281109",280837,281103,6,0
42,00_24_DD_00_C6_E9,329,1,138,280773,6,1,1,1,280773,280848,280849,2,0
43,00_24_DD_00_C6_E9,329,1,139,280750,6,2,1,1,"280750, 280832",280849,280848,1,0
44,00_24_DD_00_C6_E9,329,1,130,281209,6,3,0,0,"280587, 280745, 281209",,,5,0
45,00_24_DD_00_BD_D3,431,1,300,294291,45,2,0,0,"293867, 294291",,,2,0
46,00_24_DD_00_BD_D3,431,1,369,294126,45,3,0,0,"293892, 294056, 294126",,,3,0
47,00_24_DD_00_BD_D3,431,1,368,294127,45,2,0,0,"294087, 294127",,,1,0
48,00_24_DD_00_BD_D3,431,1,367,293862,45,3,0,0,"293832, 293862, 294136",,,5,0
49,00_24_DD_00_BD_D3,431,1,307,294064,45,3,0,0,"294052, 294064, 294116",,,2,0
50,00_24_DD_00_BD_D3,431,1,303,293866,45,2,0,0,"293866, 294033",,,3,0
51,00_24_DD_00_BD_D3,431,1,363,294082,45,5,0,0,"293837, 293890, 293930, 294082, 294224",,,4,0
52,00_24_DD_00_BD_D3,431,1,358,294161,45,2,0,0,"294046, 294161",,,1,0
53,00_24_DD_00_BD_D3,431,1,357,294130,45,3,0,0,"263605, 294130, 294164",,,5,0
54,00_24_DD_00_BD_D3,431,1,310,294101,45,3,0,0,"293947, 294076, 294101",,,2,0
55,00_24_DD_00_BD_D3,431,1,309,294071,45,2,0,0,"294017, 294071",,,3,0
56,00_24_DD_00_C4_C7,430,1,345,294069,44,2,0,0,"294069, 294743",,,1,0
57,00_24_DD_00_C4_C7,430,1,344,293979,44,4,0,1,"293966, 293979, 294070, 294095",,294019,2,0
58,00_24_DD_00_C4_C7,430,1,352,293936,44,3,1,0,"293936, 293959, 294155",294019,,3,0
59,00_24_DD_00_BD_D3,431,1,355,293972,45,2,0,0,"281231, 293972",,,5,0
60,00_24_DD_00_C4_C7,430,1,340,293992,44,2,0,0,"293992, 294016",,,6,0
61,00_24_DD_00_BD_D3,431,1,320,294207,45,2,0,0,"294203, 294207",,,6,0
62,00_24_DD_00_BD_9A,429,1,334,294255,43,3,0,0,"294231, 294241, 294255",,,5,0
63,00_24_DD_00_BD_9A,429,1,321,294122,43,2,0,0,"294122, 294767",,,6,0
64,00_24_DD_00_BD_9A,429,1,325,293899,43,3,0,0,"293803, 293899, 294104",,,2,0
65,00_24_DD_00_BD_9A,429,1,326,293804,43,2,0,0,"293804, 294005",,,3,0
66,00_24_DD_00_BD_9A,429,1,331,293800,43,3,0,0,"293800, 293806, 293848",,,1,0
67,00_24_DD_00_BD_9A,429,1,330,293824,43,2,0,0,"293795, 293824",,,2,0
68,00_24_DD_00_BD_9A,429,1,336,293793,43,3,0,0,"293793, 293794, 294229",,,3,0
69,00_24_DD_00_BD_9A,429,1,337,293884,43,2,0,0,"293884, 294198",,,6,0
70,00_24_DD_00_C5_2C,359,1,380,280670,45,2,0,0,"280650, 280670",,,1,0
71,00_24_DD_00_C5_2C,359,1,381,280643,45,16,0,0,"280639, 280643, 280649, 280651, 280652, 280663, 280749, 280797, 280813, 280959, 280965, 280968, 280969, 280970, 281001, 281006",,,2,0
72,00_24_DD_00_C5_2C,359,1,384,280805,45,2,0,0,"280647, 280805",,,1,0
73,00_24_DD_00_C5_2C,359,1,391,280622,45,2,0,0,"280612, 280622",,,1,0
74,00_24_DD_00_C5_2C,359,1,393,280779,45,2,0,0,"280624, 280779",,,1,0
75,00_24_DD_00_C5_2C,359,1,397,280993,45,2,0,0,"280993, 281002",,,1,0
76,00_24_DD_00_C5_2C,359,1,401,280653,45,2,0,0,"280653, 280680",,,1,0
77,00_24_DD_00_C5_2C,359,1,405,280964,45,2,0,0,"280964, 280981",,,1,0
78,00_24_DD_00_C5_18,356,1,413,280562,42,2,0,0,"280562, 280984",,,1,0
79,00_24_DD_00_C5_18,356,1,417,280660,42,2,0,0,"280660, 280799",,,1,0
80,00_24_DD_00_C5_18,356,1,421,280637,42,2,0,0,"280620, 280637",,,1,0
81,00_24_DD_00_C5_18,356,1,410,281008,42,14,0,0,"280742, 280762, 280798, 280823, 280835, 280836, 280850, 280874, 280942, 280954, 280957, 280962, 281008, 281146",,,3,0
82,00_24_DD_00_C5_18,356,1,461,281156,42,2,0,0,"281091, 281156",,,6,0
83,00_24_DD_00_C5_18,356,1,458,281107,42,2,0,0,"281107, 281149",,,6,0
84,00_24_DD_00_C5_18,356,1,456,280784,42,2,0,0,"280784, 280844",,,5,0
85,00_24_DD_00_C5_18,356,1,427,280638,42,2,0,0,"280638, 280640",,,4,0
86,00_24_DD_00_C5_18,356,1,431,280671,42,2,0,0,"280593, 280671",,,4,0
87,00_24_DD_00_C5_18,356,1,434,280605,42,2,0,0,"280605, 280621",,,5,0
88,00_24_DD_00_C5_6C,358,1,454,280611,44,9,0,0,"280611, 280658, 280840, 280972, 280997, 281000, 281009, 281137, 281220",,,5,0
89,00_24_DD_00_C5_2C,359,1,451,280716,45,2,0,0,"280607, 280716",,,4,0
90,00_24_DD_00_C5_2C,359,1,447,280560,45,2,0,0,"280560, 280713",,,4,0
91,00_24_DD_00_C5_6C,358,1,445,280626,44,2,0,0,"280610, 280626",,,1,0
92,00_24_DD_00_C7_07,332,1,474,280725,9,8,0,0,"280619, 280725, 280922, 280943, 280944, 280951, 281104, 281392",,,6,0
93,00_24_DD_00_C1_BB,330,1,501,281412,7,12,0,0,"280705, 281014, 281030, 281032, 281041, 281102, 281130, 281167, 281174, 281412, 281441, 281503",,,3,0
94,00_24_DD_00_C7_01,334,1,557,280939,13,12,0,0,"280563, 280596, 280926, 280939, 281018, 281136, 281143, 281240, 281408, 281494, 281507, 281913",,,4,0
95,00_24_DD_00_C7_01,334,1,564,280644,13,3,0,0,"280644, 280694, 281414",,,2,0
96,00_24_DD_00_C7_07,332,1,475,280978,9,2,0,0,"280978, 281140",,,1,0
97,00_24_DD_00_C7_07,332,1,482,281049,9,3,0,0,"281049, 281200, 281442",,,2,0
98,00_24_DD_00_C7_07,332,1,488,281204,9,3,0,0,"280851, 281159, 281204",,,3,0
99,00_24_DD_00_C7_07,332,1,491,280721,9,5,0,0,"280655, 280721, 281106, 281379, 281481",,,4,0
100,00_24_DD_00_C7_07,332,1,497,280719,9,3,0,0,"280631, 280715, 280719",,,5,0
101,00_24_DD_00_C7_23,331,1,561,281428,8,2,0,0,"281428, 281439",,,1,0
102,00_24_DD_00_C1_BB,330,1,503,281067,7,2,0,0,"281035, 281067",,,5,0
103,00_24_DD_00_C1_BB,330,1,580,281089,7,4,0,0,"281005, 281089, 281336, 281394",,,4,0
104,00_24_DD_00_C1_BB,330,1,509,281037,7,2,0,0,"281037, 281054",,,1,0
105,00_24_DD_00_C1_BB,330,1,514,281034,7,2,0,0,"281022, 281034",,,6,0
106,00_24_DD_00_C1_BB,330,1,516,281031,7,3,0,0,"281029, 281031, 281038",,,2,0
107,00_24_DD_00_C1_BB,330,1,522,280634,7,3,0,0,"280634, 280648, 280708",,,6,0
108,00_24_DD_00_C7_23,331,1,529,280906,8,3,0,0,"280906, 280932, 280937",,,5,0
109,00_24_DD_00_C7_23,331,1,532,280726,8,3,0,0,"280709, 280720, 280726",,,2,0
110,00_24_DD_00_C7_23,331,1,536,281012,8,3,0,0,"280987, 281012, 281019",,,6,0
111,00_24_DD_00_C7_23,331,1,545,281267,8,3,0,0,"281236, 281265, 281267",,,5,0
112,00_24_DD_00_C7_23,331,1,549,280935,8,3,0,0,"280935, 281016, 281027",,,2,0
113,00_24_DD_00_C7_01,334,1,551,281010,13,3,0,0,"281010, 281244, 281248",,,6,0
114,00_24_DD_00_C7_01,334,1,604,281277,13,3,0,0,"281021, 281217, 281277",,,5,0
115,00_24_DD_00_C4_C7,430,1,573,294034,44,2,0,0,"293964, 294034",,,5,0
116,00_24_DD_00_C4_C7,430,1,572,294003,44,2,0,0,"293965, 294003",,,4,0
117,00_24_DD_00_C5_18,356,1,409,280971,42,2,0,0,"280592, 280971",,,1,0
118,00_24_DD_00_C7_04,325,1,151,281269,1,2,0,0,"281242, 281269",,,2,0
119,00_24_DD_00_C7_04,325,1,148,280917,1,2,0,0,"280917, 280938",,,3,0
120,00_24_DD_00_C6_E9,329,1,622,281135,6,2,0,1,"280868, 281135",,280554,1,0
121,00_24_DD_00_C0_71,408,1,371,294257,15,2,0,0,"294257, 294261",,,5,0
122,00_24_DD_00_C0_66,386,1,659,280974,33,8,0,1,"280672, 280724, 280747, 280974, 280989, 281187, 281228, 281281",,280735,5,0
123,00_24_DD_00_C0_66,386,1,648,280714,33,3,0,0,"280714, 281111, 433978",,,6,0
124,00_24_DD_00_C0_66,386,1,646,280614,33,3,0,0,"280614, 355905, 433943",,,3,0
125,00_24_DD_00_C0_66,386,1,674,281237,33,3,0,0,"281237, 281432, 434117",,,1,0
126,00_24_DD_00_C0_66,386,1,686,281401,33,3,0,0,"281401, 281513, 433942",,,4,0
127,00_24_DD_00_C0_8B,385,1,706,281632,32,2,0,0,"281632, 281633",,,4,0
128,00_24_DD_00_C4_89,388,1,655,280777,37,7,0,0,"280757, 280777, 280788, 281183, 281255, 281283, 281306",,,3,0
129,00_24_DD_00_C4_89,388,1,660,280986,37,3,0,0,"280534, 280986, 433963",,,5,0
130,00_24_DD_00_C4_89,388,1,645,280537,37,3,0,0,"280537, 280743, 433969",,,1,0
131,00_24_DD_00_C4_89,388,1,684,281294,37,3,0,0,"281254, 281294, 434267",,,2,0
132,00_24_DD_00_C4_89,388,1,710,281235,37,3,0,0,"281235, 281289, 434274",,,6,0
133,00_24_DD_00_CB_08,523,1,1898,319239,25,6,0,0,"298113, 309069, 309192, 309750, 318473, 319239",,,3,0
134,00_24_DD_00_CB_08,523,1,1900,223800,25,2,0,0,"223800, 318506",,,5,0
135,00_24_DD_00_CB_33,524,1,1902,223824,26,2,0,0,"223824, 310015",,,1,0
136,00_24_DD_00_CB_33,524,1,1903,223813,26,2,0,0,"223813, 309860",,,2,0
137,00_24_DD_00_CB_33,524,1,853,223714,26,2,0,0,"223714, 309754",,,5,0
138,00_24_DD_00_CB_33,524,1,1481,318594,26,9,0,0,"308491, 308826, 309328, 309823, 311049, 311151, 318594, 319797, 320550",,,2,0
139,00_24_DD_00_CB_23,525,1,1906,223852,27,2,0,0,"223852, 309788",,,1,0
140,00_24_DD_00_CB_23,525,1,1882,224140,27,2,0,0,"224140, 319798",,,4,0
141,00_24_DD_00_CB_23,525,1,1883,319828,27,2,0,0,"298661, 319828",,,1,0
142,00_24_DD_00_CB_23,525,1,833,310666,27,2,0,0,"298648, 310666",,,5,0
143,00_24_DD_00_CB_23,525,1,834,311124,27,2,0,0,"298313, 311124",,,1,0
144,00_24_DD_00_CB_23,525,1,1489,309266,27,2,0,0,"223857, 309266",,,6,0
145,00_24_DD_00_CB_23,525,1,837,310964,27,2,0,0,"298565, 310964",,,4,0
146,00_24_DD_00_CB_23,525,1,1493,308986,27,2,0,0,"298730, 308986",,,2,0
147,00_24_DD_00_CB_23,525,1,1497,318526,27,2,0,0,"298936, 318526",,,2,0
148,00_24_DD_00_CB_33,524,1,1508,310213,26,2,0,0,"309065, 310213",,,2,0
149,00_24_DD_00_CB_33,524,1,1495,309815,26,2,0,0,"298964, 309815",,,3,0
150,00_24_DD_00_CB_33,524,1,1501,310883,26,2,0,0,"223856, 310883",,,2,0
151,00_24_DD_00_CB_23,525,1,841,298956,27,2,0,0,"298956, 321562",,,4,0
152,00_24_DD_00_CB_23,525,1,1492,310838,27,7,0,0,"308932, 309798, 310838, 318672, 318708, 321571, 321592",,,1,0
153,00_24_DD_00_CB_23,525,1,1505,308474,27,2,0,0,"308474, 308774",,,4,0
154,00_24_DD_00_CB_33,524,1,1510,308522,26,2,0,0,"308522, 309089",,,5,0
155,00_24_DD_00_CB_33,524,1,854,224541,26,2,0,0,"224541, 309603",,,1,0
156,00_24_DD_00_CB_27,519,1,1478,318080,19,6,0,0,"318043, 318080, 318189, 318210, 319460, 321828",,,3,0
157,00_24_DD_00_CB_D9,520,1,1434,321893,20,10,0,0,"318042, 318073, 319743, 319745, 319757, 321856, 321864, 321871, 321893, 355867",,,2,0
158,00_24_DD_00_CB_27,519,1,813,223844,19,2,0,0,"223844, 318207",,,1,0
159,00_24_DD_00_CB_27,519,1,812,223735,19,2,0,0,"223735, 318209",,,6,0
160,00_24_DD_00_CB_27,519,1,1466,318181,19,2,0,0,"223726, 318181",,,5,0
161,00_24_DD_00_CB_27,519,1,810,223724,19,2,0,0,"223724, 321874",,,1,0
162,00_24_DD_00_CB_27,519,1,1470,321889,19,2,0,0,"223739, 321889",,,6,0
163,00_24_DD_00_CB_D9,520,1,1472,321859,20,2,0,0,"223740, 321859",,,5,0
164,00_24_DD_00_CB_D9,520,1,807,223868,20,2,0,0,"223868, 318076",,,3,0
165,00_24_DD_00_CB_D9,520,1,1432,321872,20,2,0,0,"225059, 321872",,,5,0
166,00_24_DD_00_CB_D9,520,1,829,223725,20,2,0,0,"223725, 318204",,,4,0
167,00_24_DD_00_CB_27,519,1,1438,319773,19,2,0,0,"299685, 319773",,,6,0
168,00_24_DD_00_CB_D9,520,1,827,299677,20,2,0,0,"299677, 319759",,,1,0
169,00_24_DD_00_CB_24,516,1,1456,320586,15,7,0,0,"318198, 319746, 319768, 320586, 321595, 321596, 321597",,,1,0
170,00_24_DD_00_CB_24,516,1,1476,318040,15,2,0,0,"318040, 318041",,,4,0
171,00_24_DD_00_CB_24,516,1,820,299682,15,2,0,0,"299682, 321576",,,4,0
172,00_24_DD_00_CB_24,516,1,1452,321613,15,2,0,0,"298012, 321613",,,5,0
173,00_24_DD_00_CB_24,516,1,822,299756,15,2,0,0,"299756, 318700",,,6,0
174,00_24_DD_00_CB_24,516,1,1448,319789,15,2,0,0,"299654, 319789",,,4,0
175,00_24_DD_00_CB_24,516,1,824,223727,15,2,0,0,"223727, 318184",,,5,0
176,00_24_DD_00_CB_24,516,1,1444,319774,15,2,0,0,"299755, 319774",,,6,0
177,00_24_DD_00_CB_24,516,1,826,299763,15,2,0,0,"299763, 319777",,,4,0
178,00_24_DD_00_CB_24,516,1,1457,318036,15,2,0,0,"318036, 318052",,,2,0
179,00_24_DD_00_CB_2B,514,1,3534,355864,13,6,0,0,"318208, 319723, 355818, 355841, 355857, 355864",,,3,0
180,00_24_DD_00_CB_2B,514,1,1424,309666,13,10,0,0,"309666, 310644, 318584, 319540, 319606, 319674, 319731, 320079, 321294, 321304",,,2,0
181,00_24_DD_00_CA_D2,512,1,790,298779,9,2,0,0,"298779, 318408",,,1,0
182,00_24_DD_00_CB_2B,514,1,3271,319457,13,2,0,0,"299696, 319457",,,5,0
183,00_24_DD_00_CB_2B,514,1,1425,224685,13,2,0,0,"224685, 355828",,,1,0
184,00_24_DD_00_CB_2B,514,1,1423,319543,13,2,0,0,"299780, 319543",,,4,0
185,00_24_DD_00_CB_2B,514,1,1421,319711,13,2,0,0,"224792, 319711",,,3,0
186,00_24_DD_00_CB_AE,515,1,1419,224611,14,2,0,0,"224611, 319678",,,1,0
187,00_24_DD_00_CB_AE,515,1,1417,320065,14,2,0,0,"224805, 320065",,,5,0
188,00_24_DD_00_CB_AE,515,1,1383,224996,14,2,0,0,"224996, 309341",,,3,0
189,00_24_DD_00_CB_2B,514,1,782,298336,13,2,0,0,"298336, 309051",,,5,0
190,00_24_DD_00_CB_AE,515,1,804,223713,14,2,0,0,"223713, 318303",,,4,0
191,00_24_DD_00_CB_AE,515,1,1391,318592,14,2,0,0,"223708, 318592",,,3,0
192,00_24_DD_00_CB_2B,514,1,802,298612,13,2,0,0,"298612, 310206",,,6,0
193,00_24_DD_00_CB_EE,511,1,1411,318673,8,2,0,0,"318409, 318673",,,5,0
194,00_24_DD_00_CB_EE,511,1,1412,318481,8,3,0,0,"318241, 318415, 318481",,,6,0
195,00_24_DD_00_CB_EE,511,1,1407,308451,8,8,0,0,"308451, 309828, 318425, 318575, 319482, 319498, 319502, 319513",,,1,0
196,00_24_DD_00_CB_EE,511,1,1395,318595,8,2,0,0,"223717, 318595",,,3,0
197,00_24_DD_00_CB_EE,511,1,1397,319501,8,2,0,0,"298770, 319501",,,4,0
198,00_24_DD_00_CB_EE,511,1,799,298236,8,2,0,0,"298236, 319524",,,3,0
199,00_24_DD_00_CB_EE,511,1,1401,309057,8,2,0,0,"298773, 309057",,,5,0
200,00_24_DD_00_CB_EE,511,1,797,224724,8,2,0,0,"224724, 319736",,,4,0
201,00_24_DD_00_CB_EE,511,1,796,298613,8,2,0,0,"298613, 309557",,,3,0
202,00_24_DD_00_CE_5D,509,1,1382,318654,6,5,0,0,"318446, 318447, 318472, 318609, 318654",,,3,0
203,00_24_DD_00_CE_0D,507,1,1378,321467,3,2,0,0,"318460, 321467",,,5,0
204,00_24_DD_00_CE_5D,509,1,1372,318423,6,2,0,0,"318423, 318451",,,5,0
205,00_24_DD_00_CE_5D,509,1,1370,318598,6,2,0,0,"224296, 318598",,,4,0
206,00_24_DD_00_CE_5D,509,1,1368,318428,6,2,0,0,"298625, 318428",,,6,0
207,00_24_DD_00_CD_F3,510,1,1366,318693,7,2,0,0,"223607, 318693",,,4,0
208,00_24_DD_00_CD_F3,510,1,1364,318430,7,2,0,0,"224759, 318430",,,1,0
209,00_24_DD_00_CD_F3,510,1,1369,318749,7,7,0,0,"318579, 318602, 318706, 318749, 321475, 355822, 355839",,,2,0
210,00_24_DD_00_CE_0B,506,1,1354,320248,2,2,0,0,"223914, 320248",,,4,0
211,00_24_DD_00_CE_0B,506,1,1355,320335,2,2,0,0,"320281, 320335",,,6,0
212,00_24_DD_00_CE_0B,506,1,1357,321750,2,7,0,0,"319399, 320259, 321710, 321750, 321822, 321829, 355803",,,1,0
213,00_24_DD_00_CD_F3,510,1,3491,355836,7,2,0,0,"321957, 355836",,,3,0
214,00_24_DD_00_CE_5D,509,1,1321,321500,6,2,0,0,"321474, 321500",,,4,0
215,00_24_DD_00_CD_F3,510,1,3541,355861,7,2,0,0,"355859, 355861",,,3,0
216,00_24_DD_00_CD_F3,510,1,1322,322009,7,2,0,0,"321964, 322009",,,6,0
217,00_24_DD_00_CE_0B,506,1,1353,321407,2,2,0,0,"321407, 321756",,,2,0
218,00_24_DD_00_CE_0B,506,1,1348,321430,2,2,0,0,"321430, 321810",,,3,0
219,00_24_DD_00_CE_0B,506,1,1346,321516,2,2,0,0,"321516, 321812",,,2,0
220,00_24_DD_00_CE_0B,506,1,1342,321765,2,2,0,0,"321765, 322006",,,4,0
221,00_24_DD_00_CE_0B,506,1,1339,321969,2,2,0,0,"321766, 321969",,,3,0
222,00_24_DD_00_CE_0B,506,1,1334,321541,2,2,0,0,"321541, 321724",,,4,0
223,00_24_DD_00_CD_F3,510,1,3270,319478,7,2,0,0,"319478, 355863",,,5,0
224,00_24_DD_00_CD_F3,510,1,1329,321974,7,2,0,0,"319481, 321974",,,4,0
225,00_24_DD_00_CA_1E,541,1,1930,310987,1,5,0,0,"308940, 309794, 309899, 310198, 310987",,,1,0
226,00_24_DD_00_CE_1D,154,1,1935,309649,13,4,0,0,"298653, 298686, 309649, 309938",,,6,0
227,00_24_DD_00_CE_1D,154,1,1910,224938,13,2,0,0,"224938, 224980",,,2,0
228,00_24_DD_00_CE_1D,154,1,1937,309031,13,3,0,0,"308710, 308937, 309031",,,1,0
229,00_24_DD_00_CE_1D,154,1,1915,224948,13,3,0,0,"224948, 308854, 354422",,,5,0
230,00_24_DD_00_CA_22,155,1,1958,309609,14,4,0,0,"309609, 309655, 310962, 310992",,,5,0
231,00_24_DD_00_CE_1D,154,1,1916,224944,13,3,0,0,"224944, 349977, 353414",,,3,0
232,00_24_DD_00_CE_37,152,1,1911,224800,9,2,0,0,"224800, 224958",,,6,0
233,00_24_DD_00_CA_0F,151,1,1918,224636,8,3,0,0,"224636, 308465, 308738",,,4,0
234,00_24_DD_00_CA_1F,150,1,1917,225018,7,3,0,0,"225018, 355824, 355843",,,4,0
235,00_24_DD_00_CA_1F,150,1,1996,322012,7,5,0,0,"309628, 309935, 322012, 355819, 355830",,,6,0
236,00_24_DD_00_CA_0F,151,1,1985,308729,8,11,0,0,"308339, 308464, 308617, 308704, 308729, 308764, 308781, 309665, 349997, 354409, 355816",,,1,0
237,00_24_DD_00_CA_1F,150,1,1922,224905,7,2,0,0,"224793, 224905",,,4,0
238,00_24_DD_00_CA_22,155,1,1981,309697,14,2,0,0,"309623, 309697",,,2,0
239,00_24_DD_00_CE_1D,154,1,2010,310316,13,2,2,0,"310316, 311189","308421, 308865",,3,0
240,00_24_DD_00_CE_37,152,1,2017,308904,9,2,0,2,"308904, 309400",,"308865, 309148",2,0
241,00_24_DD_00_CE_37,152,1,2012,308443,9,1,0,2,308443,,"308421, 308834",6,0
242,00_24_DD_00_CE_1D,154,1,2014,309845,13,2,2,0,"309845, 310157","308834, 309148",,4,0
243,00_24_DD_00_CE_62,501,1,1283,318590,43,3,0,0,"317324, 318511, 318590",,,1,0
244,00_24_DD_00_CE_62,501,1,1282,318554,43,2,0,0,"318554, 354467",,,2,0
245,00_24_DD_00_CE_62,501,1,1277,319243,43,2,0,0,"319220, 319243",,,3,0
246,00_24_DD_00_CE_62,501,1,768,223694,43,2,0,0,"223694, 321557",,,6,0
247,00_24_DD_00_CE_62,501,1,1286,321486,43,2,0,0,"321486, 321533",,,3,0
248,00_24_DD_00_CE_62,501,1,1288,319260,43,3,0,0,"319260, 321487, 321531",,,5,0
249,00_24_DD_00_CD_F0,505,1,1302,317339,1,9,0,0,"317339, 318607, 320234, 320495, 320684, 320815, 320942, 321293, 354419",,,2,0
250,00_24_DD_00_CD_F0,505,1,1256,320461,1,2,0,0,"223696, 320461",,,4,0
251,00_24_DD_00_CD_F0,505,1,761,224321,1,2,0,0,"224321, 320597",,,3,0
252,00_24_DD_00_CD_F0,505,1,762,224532,1,2,0,0,"224532, 320595",,,4,0
253,00_24_DD_00_CD_F0,505,1,1299,320417,1,2,0,0,"224538, 320417",,,5,0
254,00_24_DD_00_CD_F0,505,1,1264,317342,1,2,0,0,"317342, 321529",,,5,0
255,00_24_DD_00_CD_F0,505,1,1261,319235,1,2,0,0,"319235, 319236",,,3,0
256,00_24_DD_00_CD_F0,505,1,1268,317348,1,2,0,0,"317311, 317348",,,4,0
257,00_24_DD_00_CE_62,501,1,1275,319258,43,2,0,0,"317329, 319258",,,2,0
258,00_24_DD_00_CD_F0,505,1,1271,317343,1,2,0,0,"317343, 317355",,,3,0
259,00_24_DD_00_CE_7C,502,1,1314,321513,44,3,0,0,"318608, 320309, 321513",,,3,0
260,00_24_DD_00_CE_7C,502,1,1313,320575,44,2,0,0,"320507, 320575",,,4,0
261,00_24_DD_00_CE_7C,502,1,1309,320243,44,2,0,0,"320243, 354661",,,1,0
262,00_24_DD_00_CD_EF,503,1,1304,320499,45,2,0,0,"319424, 320499",,,4,0
263,00_24_DD_00_CD_EF,503,1,1301,320500,45,2,0,0,"298478, 320500",,,3,0
264,00_24_DD_00_CE_5F,492,1,1255,320206,31,3,0,0,"320201, 320206, 356403",,,3,0
265,00_24_DD_00_CE_5F,492,1,1251,320184,31,2,0,0,"320184, 356402",,,1,0
266,00_24_DD_00_CE_5F,492,1,1248,320187,31,2,0,0,"320173, 320187",,,4,0
267,00_24_DD_00_CE_5F,492,1,1246,310688,31,2,0,0,"310688, 318596",,,1,0
